GOV.UK homepage,,,,,
,,,Investment schemes,,
,,,,Collective Investment Schemes,
,,,,Venture capital schemes,
,,,Landfill Tax,,
,,,,Payments and reliefs (landfill tax),
,,,Corporation Tax,,
,,,,Preparing accounts for Corporation Tax,
,,,,Changes to your company,
,,,,Working out your Corporation Tax,
,,,,Filing your return,
,,,,Reliefs,
,,,,Payments and refunds,
,,,Gambling duties,,
,,,,Bingo Duty,
,,,,Lottery Duty,
,,,,Gaming Duty,
,,,,Machine Games Duty,
,,,,"General Betting Duty, Pool Betting Duty and Remote Gaming Duty",
,,,,Paying HMRC,
,,,Employment related securities,,
,,,,National Insurance transfers,
,,,,Returns and notifications,
,,,,Asset valuation,
,,,,SAYE bonus rates,
,,,Construction Industry Scheme (CIS),,
,,,,Contractors,
,,,,Payments,
,,,,Subcontractors,
,,,Tobacco Products Duty,,
,,,,Moving and storing goods,
,,,,Payments and reliefs (tobacco products duty),
,,,Aggregates Levy,,
,,,,Payments and reliefs (aggregates levy),
,,,Air Passenger Duty,,
,,,Capital allowances,,
,,,Stamp duty on shares,,
,,,,Stamp tax on paper shares,
,,,,Stamp tax on electronic shares,
,,,IR35: working through an intermediary,,
,,,,Employment intermediaries,
,,,,Off-payroll working rules,
,,,,Employment status,
,,,Life insurance policies,,
,,,Insurance Premium Tax,,
,,,,Paying Insurance Premium Tax,
,,,PAYE,,
,,,,Registering and getting started,
,,,,Paying HMRC,
,,,,Annual PAYE and payroll tasks,
,,,,"Employees joining, leaving or changing their circumstances",
,,,,Expenses and benefits,
,,,,Changes to the business that affect PAYE,
,,,,Statutory pay and leave,
,,,,Special types of employee pay,
,,,Large and mid-size business,,
,,,,Mid-sized businesses,
,,,,Large businesses,
,,Dealing with HMRC,,,
,,,Paying HMRC,,
,,,,Inheritance Tax,
,,,,Pension schemes,
,,,,Tax credit overpayments,
,,,,Alcohol duties,
,,,,Child Benefit overpayments,
,,,,Property taxes,
,,,,Corporation Tax,
,,,,Money laundering regulation fees,
,,,,Shares,
,,,,VAT,
,,,,Transport and environmental duties,
,,,,Payment problems,
,,,,Construction Industry Scheme (through PAYE),
,,,,Insurance Premium Tax,
,,,,Capital Gains Tax,
,,,,Income Tax and National Insurance,
,,,,Gambling duties,
,,,,PAYE ,
,,,Tax agent and adviser guidance,,
,,,,Working with HMRC - joint initiatives,
,,,,Appeals and penalties,
,,,,Agent authorisation,
,,,,Compliance checks,
,,,,Money laundering regulations,
,,,Complaints and appeals,,
,,,Phishing and scams,,
,,,Tax compliance,,
,,,,Disclosing offshore income,
,,,,Reporting tax evasion,
,,,,International agreements and FATCA,
,,,,Disputes,
,,,,Clearances and approvals,
,,,,Non-payment and fraud,
,,,,Compliance checks,
,,,Tax avoidance,,
,,,,Identifying avoidance schemes,
,,,,Disclosing avoidance schemes,
,,,,Disguised remuneration schemes,
,,,Shared Workspace service,,
,,,Software development for HMRC,,
,,,,HMRC recognition scheme,
,,,,New to HMRC development,
,,,,Working in partnership,
,,,,Software development support,
,,Personal tax,,,
,,,Living or working abroad or offshore,,
,,,,Living and working abroad,
,,,,Rules for specific occupations,
,,,Tax on savings and investments,,
,,,,Tax on shares,
,,,,Tax efficient savings and investments,
,,,,Tax on savings,
,,,,Guidance for financial institutions,
,,,Leaving the UK,,
,,,Non-resident landlord scheme,,
,,,Trusts,,
,,,Inheritance Tax,,
,,,,Wills and probate,
,,,,Reliefs,
,,,,Working out the tax,
,,,,Paying HMRC,
,,,Self Assessment,,
,,,,Paying your tax bill,
,,,,"Refunds, appeals and penalties",
,,,,Records you must keep,
,,,,Filing a tax return,
,,,,Registering for Self Assessment,
,,,Income Tax,,
,,,,Welsh rate of Income Tax,
,,,,"Rates, allowances and reliefs",
,,,,Pensions,
,,,,Scottish rate of Income Tax,
,,,,Student jobs and loans,
,,,,Company benefits and share schemes,
,,,,Overpayments and underpayments,
,,,,Special types of pay,
,,,Capital Gains Tax,,
,,,,Business,
,,,,Property,
,,,,Shares and investments,
,,,,Personal possessions,
,,,,Divorce and separation,
,,,,Paying HMRC,
,,,Coming to the UK,,
,,,National Insurance,,
,,,,Refunds,
,,,,National Insurance numbers,
,,,,Voluntary contributions,
,,,,Rates and classes,
,,,Foreign entertainer tax rules,,
,,,Personal tax reform,,
,,Tax evasion and avoidance,,,
,Business and industry,,,,
,,Running a business,,,
,,,Business finance and support,,
,,,Business premises and business rates,,
,,,Limited companies and partnerships,,
,,,,Directorship disqualification,
,,,,Overseas companies and European companies,
,,,,Partnerships,
,,,,"Company closure, administration, liquidation and insolvency ",
,,,,Company names,
,,,Employing people,,
,,,,Payroll,
,,,,Recruiting and hiring,
,,,,Dismissing staff and redundancies,
,,,Business licensing ,,
,,,Business debt and bankruptcy,,
,,,"Business auditing, accounting and reporting",,
,,Corporate governance,,,
,,Business regulation,,,
,,,State aid,,
,,,Competition,,
,,,,Competition Act and cartels,
,,,,Mergers,
,,,,Markets,
,,,,Regulatory appeals and references,
,,,,Consumer protection,
,,,,Competition law,
,,,Intellectual property,,
,,,,Patents,
,,,,Trade marks,
,,,,Designs,
,,,,Copyright,
,,,Alcohol licensing ,,
,,,Product safety,,
,,,Energy industry and infrastructure licensing and regulation,,
,,,Sale of goods and services and data protection,,
,,,Regulation reform,,
,,,,Company law reform,
,,,Consumer rights and issues,,
,,,,Consumer protection,
,,,,Gambling regulation,
,,,,Consumer credit market,
,,Charities and social enterprises,,,
,,,Community interest companies,,
,,,"Charity money, tax and accounts",,
,,,Fundraising,,
,,,Trustee role and board,,
,,Science and innovation,,,
,,,Animal research and testing,,
,,,Research and development,,
,,,Scientific research and development,,
,,Trade and investment,,,
,,,Overseas businesses: exporting to the UK,,
,,,"Customs declarations, duties and tariffs (import and export)",,
,,,,Rules for specific goods and services,
,,,,Exchange rates,
,,,,Get goods through customs,
,,,,UK Trade Tariff and classification of goods,
,,,,Customs Freight Simplified Procedures,
,,,,Commodity codes and reporting,
,,,Digital trade,,
,,,Exporting,,
,,,,Embargoes and sanctions,
,,,,Export controls and licensing,
,,,,Export finance,
,,,,Trade restrictions on exports,
,,,,Licences and special rules,
,,,Trade barriers,,
,,,Importing,,
,,,,Commodity codes and reporting,
,,,,Wood packaging,
,,,,Import controls,
,,,Inward investment,,
,,,Outward investment,,
,,,Free trade,,
,,Manufacturing,,,
,,UK economy,,,
,,,UK economic growth,,
,,,,Economic development in coastal and seaside areas,
,,,,Management of the European Regional Development Fund,
,,,,Local Enterprise Partnerships (LEPs) and Enterprise Zones,
,,,City deals and growth deals,,
,,,Regional growth fund,,
,,,High streets and town centres,,
,,Industrial strategy,,,
,,Business and the environment,,,
,,,UK energy security,,
,,,Energy demand reduction,,
,,Media and communications,,,
,,,Communications and telecomms,,
,,,Broadband investment,,
,,,Media and creative industries,,
,,Financial services,,,
,,,Access to financial services,,
,,,Financial services regulation,,
,,,Bank regulation,,
,Health and social care,,,,
,,Social care,,,
,,,End of life care,,
,,,Carers' health,,
,,,Health and social care integration,,
,,Disabled people,,,
,,,Disability equipment and transport,,
,,,Carers,,
,,,Disability rights,,
,,,Benefits and financial help,,
,,National Health Service,,,
,,,Health workforce,,
,,,,Careers in health and social care,
,,,,Health and social care training,
,,,Patient safety,,
,,,NHS efficiency,,
,,,Compassionate care in the NHS,,
,,Public health,,,
,,,Human fertilisation and embryology,,
,,,Sexual health,,
,,,Health protection,,
,,,,Migrant health,
,,,,Emergency response,
,,,,Infectious diseases,
,,,,Immunisation,
,,,,Antimicrobial resistance (AMR),
,,,,Radiation protection,
,,,,Laboratories and reference facilities,
,,,,"Research, testing and standards",
,,,,Health surveillance and reporting programmes,
,,,,Chemical and environmental hazards,
,,,,Health emergency planning,
,,,Population screening programmes,,
,,,,NHS infectious diseases in pregnancy screening (IDPS) programme,
,,,,NHS newborn hearing screening programme (NHSP),
,,,,NHS bowel cancer screening (BCSP) programme,
,,,,NHS breast screening (BSP) programme ,
,,,,NHS fetal anomaly screening programme (FASP),
,,,,NHS newborn blood spot (NBS) screening programme,
,,,,NHS sickle cell and thalassaemia (SCT) screening programme,
,,,,NHS newborn and infant physical examination (NIPE) screening programme,
,,,,NHS diabetic eye screening (DES) programme,
,,,,NHS cervical screening (CSP) programme ,
,,,,NHS abdominal aortic aneurysm (AAA) programme,
,,,,Quality assurance in population screening,
,,,Abortion,,
,,,Ophthalmology,,
,,,Dentistry ,,
,,,Health conditions,,
,,,,Diabetes,
,,,,Heart disease,
,,,,Learning disabilities,
,,,,Cancer research and treatment,
,,,,Obesity,
,,,,Dementia,
,,,,Autism,
,,,Mental health,,
,,,,Mental health service reform,
,,,Health improvement,,
,,,,Exercise and physical activity,
,,,,Oral health,
,,,,Healthy eating,
,,,,Smoking,
,,,,Drug misuse and dependency,
,,,,Harmful drinking,
,,Technology in health and social care,,,
,,Research and innovation in health and social care,,,
,,Blood regulation and safety,,,
,,"Medicines, medical devices",,,
,,,Pharmacy,,
,,,"Marketing authorisations, variations and licensing guidance",,
,,,"Good practice, inspections and enforcement",,
,,,"Manufacturing, wholesaling, importing and exporting medicines",,
,,,Herbal and homeopathic medicines,,
,,,"Vigilance, safety alerts and guidance",,
,,,,Alerts and recalls,
,,,Medical devices regulation and safety,,
,,,Conferences and events,,
,,,Clinical trials and investigations,,
